trial_id,scenario,method,repeat,uav_id,samples,requested_duration_s,tracking_rmse_m,max_tracking_error_m,arrival_time_s,settling_time_s,overshoot_m,max_actual_velocity_mps,max_actual_acceleration_mps2,final_position_error_m
eight_uav_line_to_circle__px4_step__r05,eight_uav_line_to_circle,px4_step,5,3,342,12.0,2.7723752788683673,7.962976932525635,5.58765172958374,7.587682723999023,0.45075586082237695,4.532691085668798,7.15734024460986,0.45590328357139287
eight_uav_line_to_circle__px4_step__r05,eight_uav_line_to_circle,px4_step,5,4,342,12.0,2.331149093179898,6.952682971954346,5.182610988616943,5.182610988616943,0.401095494106686,3.89181377662909,6.7754103803514125,0.4793796957684946
eight_uav_line_to_circle__px4_step__r05,eight_uav_line_to_circle,px4_step,5,5,341,12.0,6.652174383552339,16.988142013549805,9.998008728027344,9.998008728027344,1.1773860387773496,8.589688502068674,7.969746681911133,0.4681132158339131
eight_uav_line_to_circle__px4_step__r05,eight_uav_line_to_circle,px4_step,5,6,342,12.0,2.8192413726655614,7.9325995445251465,5.682152271270752,7.282184600830078,0.4942113240653683,4.458236912851898,7.387929783381959,0.4784083500517531
eight_uav_line_to_circle__px4_step__r05,eight_uav_line_to_circle,px4_step,5,7,341,12.0,6.034945530551095,15.58905029296875,9.798648834228516,9.798648834228516,1.0867555755062934,8.097467957118056,7.900254419583923,0.4678126051295244
eight_uav_line_to_circle__px4_step__r05,eight_uav_line_to_circle,px4_step,5,8,341,12.0,4.530879797435294,12.238200187683105,9.09500503540039,9.09500503540039,0.8664690512594468,6.597958764609025,7.350858801481224,0.46436059534325713
five_uav_circle__linear_ladrc__r01,five_uav_circle,linear_ladrc,1,1,299,8.0,0.49703658857833044,0.9805172085762024,8.89981746673584,nan,0.03302115707993636,1.9948722360085733,8.046723019345684,0.03861858721622441
five_uav_circle__linear_ladrc__r01,five_uav_circle,linear_ladrc,1,2,301,8.0,0.3395411339180781,0.568328320980072,8.99643325805664,nan,0.08034573749272944,1.6336516239810743,7.805426374354673,0.027764162893445833
five_uav_circle__linear_ladrc__r01,five_uav_circle,linear_ladrc,1,3,301,8.0,0.8387963797507341,1.4680246114730835,8.997581481933594,nan,0.026344372653033687,1.9152817751327167,7.945151241764104,0.056332113611639846
five_uav_circle__linear_ladrc__r01,five_uav_circle,linear_ladrc,1,4,301,8.0,0.35257745810075464,0.5785157680511475,8.99654483795166,nan,0.06022287811629745,1.623479164371372,7.164199745196225,0.03495973767980571
five_uav_circle__linear_ladrc__r01,five_uav_circle,linear_ladrc,1,5,301,8.0,0.5225272822231884,1.0013669729232788,8.89830493927002,nan,0.02373263085502053,1.9626414016764697,8.051425767546595,0.052155231110778744
five_uav_circle__linear_ladrc__r02,five_uav_circle,linear_ladrc,2,1,302,8.0,0.48275949104397026,0.9715845584869385,8.986804008483887,nan,0.03173074863230774,1.9968563336098646,8.049440742506823,0.0839521192471803
five_uav_circle__linear_ladrc__r02,five_uav_circle,linear_ladrc,2,2,302,8.0,0.29281681326522613,0.5451293587684631,9.185416221618652,nan,0.06817233892051533,1.7299238059521724,8.081104334951226,0.0596077419826539
five_uav_circle__linear_ladrc__r02,five_uav_circle,linear_ladrc,2,3,302,8.0,0.8297022247771003,1.4494413137435913,9.087005615234375,nan,0.03369462117160538,1.9087087047135283,8.98180222979463,0.16909234279682528
five_uav_circle__linear_ladrc__r02,five_uav_circle,linear_ladrc,2,4,302,8.0,0.3235463954968513,0.6216275691986084,8.985268592834473,nan,0.06359464107694812,1.6774010549892062,7.6849644927866345,0.03890354144892566
five_uav_circle__linear_ladrc__r02,five_uav_circle,linear_ladrc,2,5,302,8.0,0.5203554761169084,0.99453204870224,8.786646842956543,nan,0.03313411906337116,2.0206114235194326,8.374643359707017,0.050934066310859116
five_uav_circle__linear_ladrc__r03,five_uav_circle,linear_ladrc,3,1,302,8.0,0.46615845028347325,0.9344016313552856,8.986010551452637,nan,0.03678252947916327,2.003066041960709,9.148292941313438,0.04420791768289065
five_uav_circle__linear_ladrc__r03,five_uav_circle,linear_ladrc,3,2,302,8.0,0.2791239343516595,0.6141191720962524,8.384440422058105,nan,0.09042621710684173,1.6810785585162074,6.879066642800913,0.04025341119843317
five_uav_circle__linear_ladrc__r03,five_uav_circle,linear_ladrc,3,3,302,8.0,0.8113585743180607,1.4295779466629028,9.784255981445312,nan,0.028950228630966635,1.9530102527991575,7.837005810367786,0.08597604427816172
five_uav_circle__linear_ladrc__r03,five_uav_circle,linear_ladrc,3,4,302,8.0,0.29189116512657526,0.5781881213188171,9.185576438903809,nan,0.07754422901208535,1.6639600788028384,7.272190061390671,0.055241488335414125
five_uav_circle__linear_ladrc__r03,five_uav_circle,linear_ladrc,3,5,302,8.0,0.5258030947343276,1.0128552913665771,8.785279273986816,nan,0.027960999237775397,2.034580909688814,8.66708859927674,0.04942035636988535
five_uav_circle__linear_ladrc__r04,five_uav_circle,linear_ladrc,4,1,301,8.0,0.5536337233313007,1.0252394676208496,8.894021034240723,nan,0.03407236147548076,1.9250810343350435,8.213686998684556,0.029410902692586244
five_uav_circle__linear_ladrc__r04,five_uav_circle,linear_ladrc,4,2,301,8.0,0.35953981135411894,0.5867576599121094,8.993578910827637,nan,0.07374800799223458,1.6078119318841393,6.98488205627595,0.026942502641234857
five_uav_circle__linear_ladrc__r04,five_uav_circle,linear_ladrc,4,3,301,8.0,0.8432256223571833,1.4706876277923584,9.095091819763184,nan,0.022081244432763825,1.855613841801024,8.45482642950588,0.025397801034010844
five_uav_circle__linear_ladrc__r04,five_uav_circle,linear_ladrc,4,4,301,8.0,0.3716213677140735,0.5883726477622986,8.996018409729004,nan,0.07643175508202482,1.6479666352768174,7.446566998882535,0.026557668346962313
five_uav_circle__linear_ladrc__r04,five_uav_circle,linear_ladrc,4,5,301,8.0,0.5571825042013475,1.0429296493530273,8.795622825622559,nan,0.02668414993775592,1.810140410246612,6.992654957770437,0.01506967513749685
five_uav_circle__linear_ladrc__r05,five_uav_circle,linear_ladrc,5,1,301,8.0,0.49158750316052413,0.9688652157783508,8.800009727478027,nan,0.02839171221922321,1.9348664853630337,8.624304520779129,0.047350001962732105
five_uav_circle__linear_ladrc__r05,five_uav_circle,linear_ladrc,5,2,301,8.0,0.2791355475752564,0.5561357736587524,8.998250007629395,nan,0.09778371161477928,1.7492905909451961,7.573570768586144,0.036920425931839695
five_uav_circle__linear_ladrc__r05,five_uav_circle,linear_ladrc,5,3,301,8.0,0.8478660852164184,1.4484531879425049,9.199125289916992,nan,0.033251080195896066,1.876905562276478,8.400725201867864,0.07572355191467783
five_uav_circle__linear_ladrc__r05,five_uav_circle,linear_ladrc,5,4,301,8.0,0.3087872165789565,0.5718131065368652,9.098883628845215,nan,0.0851129816566818,1.7020451907278227,7.006636184459368,0.04664057874417844
five_uav_circle__linear_ladrc__r05,five_uav_circle,linear_ladrc,5,5,301,8.0,0.5290515017699408,1.0420401096343994,9.099536895751953,nan,0.03599562935904821,1.9339591467734576,7.660406131395074,0.03719784237672515
five_uav_circle__minimum_jerk_ladrc__r01,five_uav_circle,minimum_jerk_ladrc,1,1,302,8.0,0.668388476195468,1.3117907047271729,7.489788055419922,nan,0.057883595885353856,2.405365550696016,7.240438687238361,0.023013931788197918
five_uav_circle__minimum_jerk_ladrc__r01,five_uav_circle,minimum_jerk_ladrc,1,2,302,8.0,0.34713970758163726,0.6309812068939209,7.489819526672363,nan,0.0515389723384132,1.8229130093477102,7.365416995079289,0.028361103649066757
five_uav_circle__minimum_jerk_ladrc__r01,five_uav_circle,minimum_jerk_ladrc,1,3,302,8.0,1.1199817754835368,2.1090917587280273,7.690460681915283,nan,0.040615884425708515,2.9754730584556395,8.916987812792474,0.0015659673626616387
five_uav_circle__minimum_jerk_ladrc__r01,five_uav_circle,minimum_jerk_ladrc,1,4,302,8.0,0.3723014700627358,0.6664510369300842,7.291463375091553,nan,0.05137918131855912,1.7815177841522503,8.688558606908675,0.03880419850627403
five_uav_circle__minimum_jerk_ladrc__r01,five_uav_circle,minimum_jerk_ladrc,1,5,302,8.0,0.6939407020920942,1.3306348323822021,7.894566535949707,nan,0.04196471538509172,2.4323199471893737,8.028201370565128,0.05057054886691785
five_uav_circle__minimum_jerk_ladrc__r02,five_uav_circle,minimum_jerk_ladrc,2,1,302,8.0,0.6657753049423176,1.2944724559783936,7.483587265014648,nan,0.046457728426281264,2.474310489630256,7.258601830338804,0.01909303487586258
five_uav_circle__minimum_jerk_ladrc__r02,five_uav_circle,minimum_jerk_ladrc,2,2,302,8.0,0.3350111898111907,0.6091814637184143,7.283522605895996,nan,0.050008857231127024,1.8087181986791574,7.49493285229941,0.021050891059415495
five_uav_circle__minimum_jerk_ladrc__r02,five_uav_circle,minimum_jerk_ladrc,2,3,302,8.0,1.1103059604615613,2.074141263961792,7.6836700439453125,nan,0.040990463530485854,2.955189751949659,9.13961181342809,0.16798376773784796
five_uav_circle__minimum_jerk_ladrc__r02,five_uav_circle,minimum_jerk_ladrc,2,4,302,8.0,0.35224760153932444,0.6396323442459106,7.484279632568359,nan,0.05078324941471024,1.8339554019801203,7.496587222682952,0.007693941131341357
five_uav_circle__minimum_jerk_ladrc__r02,five_uav_circle,minimum_jerk_ladrc,2,5,302,8.0,0.680361169913444,1.322598934173584,7.48407506942749,nan,0.04138444202305536,2.407613076473774,6.979193328349263,0.05198050638900298
five_uav_circle__minimum_jerk_ladrc__r03,five_uav_circle,minimum_jerk_ladrc,3,1,293,8.0,0.6670753093330426,1.3123235702514648,7.39411735534668,nan,0.2105205227417084,2.4029117918395526,10.596912435719785,0.06932931936361021
five_uav_circle__minimum_jerk_ladrc__r03,five_uav_circle,minimum_jerk_ladrc,3,2,292,8.0,0.33162383655440797,0.6022086143493652,7.394582748413086,nan,0.12101796014225563,1.8388564214666172,7.8730789165554835,0.03259009548619206
five_uav_circle__minimum_jerk_ladrc__r03,five_uav_circle,minimum_jerk_ladrc,3,3,292,8.0,1.1142448595074848,2.098735809326172,7.697269916534424,nan,0.05866913738333146,2.975799243453895,9.793285059115947,0.04446098682313112
five_uav_circle__minimum_jerk_ladrc__r03,five_uav_circle,minimum_jerk_ladrc,3,4,293,8.0,0.3641136918503252,0.6563405394554138,7.297794818878174,nan,0.05664625664477718,1.771596639998271,10.073397685724254,0.032396933479348786
five_uav_circle__minimum_jerk_ladrc__r03,five_uav_circle,minimum_jerk_ladrc,3,5,296,8.0,0.6868348505369043,1.326851487159729,7.696683406829834,nan,0.09336556993457279,2.392304808783637,10.198453939949756,0.10737272929524788
five_uav_circle__minimum_jerk_ladrc__r04,five_uav_circle,minimum_jerk_ladrc,4,1,303,8.0,0.6894573119447257,1.3446017503738403,7.484212875366211,nan,0.03796561923547337,2.3893798848867753,7.564395183553939,0.05828644528427452
five_uav_circle__minimum_jerk_ladrc__r04,five_uav_circle,minimum_jerk_ladrc,4,2,303,8.0,0.34874800880468926,0.6360087394714355,7.282642364501953,nan,0.0478254952278121,1.8290757710462284,7.38229308298357,0.038074369135323416
five_uav_circle__minimum_jerk_ladrc__r04,five_uav_circle,minimum_jerk_ladrc,4,3,303,8.0,1.1205755291764847,2.1007697582244873,7.682285308837891,nan,0.037478006097675376,2.9834218924522187,8.006007603666157,0.05563715683948363
five_uav_circle__minimum_jerk_ladrc__r04,five_uav_circle,minimum_jerk_ladrc,4,4,303,8.0,0.38495022472561397,0.6936437487602234,7.482841491699219,nan,0.0755859896639528,1.7577769410292434,8.55984969624386,0.04181248546970482
five_uav_circle__minimum_jerk_ladrc__r04,five_uav_circle,minimum_jerk_ladrc,4,5,303,8.0,0.6986301981210116,1.338306188583374,7.581765651702881,nan,0.04043267284606067,2.3742535533469384,8.238203282619384,0.045374350168776764
five_uav_circle__minimum_jerk_ladrc__r05,five_uav_circle,minimum_jerk_ladrc,5,1,304,8.0,0.6863128330067632,1.3297173976898193,7.485201358795166,nan,0.04713358803217993,2.3767949010506295,8.424802663896866,0.05487221573007971
five_uav_circle__minimum_jerk_ladrc__r05,five_uav_circle,minimum_jerk_ladrc,5,2,304,8.0,0.34510374649222775,0.6318002343177795,7.385571479797363,nan,0.04696889475376942,1.8020653370150086,7.599974214828912,0.02657614047209589
five_uav_circle__minimum_jerk_ladrc__r05,five_uav_circle,minimum_jerk_ladrc,5,3,304,8.0,1.1071385215454317,2.088209867477417,7.5850958824157715,nan,0.04641315974769,2.970582472213635,9.162791459199859,0.1267123249857193
five_uav_circle__minimum_jerk_ladrc__r05,five_uav_circle,minimum_jerk_ladrc,5,4,304,8.0,0.3962734358527167,0.7017422318458557,7.385401248931885,nan,0.042508652517694756,1.8145623939902136,7.5725669630340375,0.03409563769302278
five_uav_circle__minimum_jerk_ladrc__r05,five_uav_circle,minimum_jerk_ladrc,5,5,304,8.0,0.6716608204735107,1.305424690246582,7.4878315925598145,nan,0.043530168636070954,2.4102383810265704,8.44600272663697,0.034767326472125513
five_uav_circle__px4_step__r01,five_uav_circle,px4_step,1,1,302,8.0,5.067551918935776,12.445452690124512,9.387103080749512,9.387103080749512,0.9893841998420676,6.718158302942989,8.58777140628883,0.4631155061358996
five_uav_circle__px4_step__r01,five_uav_circle,px4_step,1,2,302,8.0,3.641545135473212,8.633126258850098,5.884698867797852,8.284746170043945,0.5663693472660203,4.863358213062873,7.318953091758291,0.4615832618007076
five_uav_circle__px4_step__r01,five_uav_circle,px4_step,1,3,302,8.0,7.001591831417066,15.04806900024414,nan,nan,0.7351144027785992,7.60342534780422,7.19627018321517,0.46161155420319483
five_uav_circle__px4_step__r01,five_uav_circle,px4_step,1,4,302,8.0,3.7758747622416506,8.733325958251953,5.78548002243042,7.785496711730957,0.6357804157406584,4.9388876118036835,7.227362363904292,0.4606288157841437
five_uav_circle__px4_step__r01,five_uav_circle,px4_step,1,5,302,8.0,5.723982370236576,12.687291145324707,9.585383415222168,9.585383415222168,0.7567060969348383,6.683957141644657,7.1404879214266765,0.45495232689430376
five_uav_circle__px4_step__r02,five_uav_circle,px4_step,2,1,139,8.0,5.587972614062962,12.672785758972168,8.989261627197266,8.989261627197266,0.8242730430409786,6.736279724205225,6.886548720394138,0.27708820648103577
five_uav_circle__px4_step__r02,five_uav_circle,px4_step,2,2,139,8.0,3.6784349021487763,8.690942764282227,5.6895294189453125,7.690120697021484,0.5669955053065028,4.7745140425328705,6.638517516298521,0.251895305072802
five_uav_circle__px4_step__r02,five_uav_circle,px4_step,2,3,139,8.0,6.912680439057332,15.020462989807129,9.791703224182129,9.791703224182129,0.9478860860380713,7.776643718282762,7.73133095243401,0.276180262856094
five_uav_circle__px4_step__r02,five_uav_circle,px4_step,2,4,139,8.0,3.8093489672916885,8.67762565612793,5.788059234619141,7.688679218292236,0.5542964144945515,4.82167614292523,7.4261973196662066,0.2306682244859713
five_uav_circle__px4_step__r02,five_uav_circle,px4_step,2,5,139,8.0,5.766391930532195,12.620638847351074,9.189641952514648,9.189641952514648,0.8590070752668151,6.777212335692702,7.797426787364317,0.2308757822335543
five_uav_circle__px4_step__r03,five_uav_circle,px4_step,3,1,135,8.0,5.635011941247563,12.68730354309082,9.393915176391602,9.393915176391602,0.7841943309456596,6.716186849226228,7.040922930032996,0.2751055583709159
five_uav_circle__px4_step__r03,five_uav_circle,px4_step,3,2,135,8.0,3.673533674630914,8.70486831665039,5.693629264831543,7.793664455413818,0.5756864518082825,4.8391282377096285,7.239141997742818,0.24365581862517632
five_uav_circle__px4_step__r03,five_uav_circle,px4_step,3,3,135,8.0,6.954737556198043,15.023223876953125,9.89449691772461,9.89449691772461,0.8920430939751842,7.786938401367024,7.878728170672738,0.27360003325329246
five_uav_circle__px4_step__r03,five_uav_circle,px4_step,3,4,135,8.0,3.7744821185816178,8.672314643859863,5.792929172515869,7.592945575714111,0.5882291242350277,4.809676615137097,6.7893055531896875,0.21973767144306394
five_uav_circle__px4_step__r03,five_uav_circle,px4_step,3,5,135,8.0,5.8319730474877325,12.675154685974121,9.295635223388672,9.295635223388672,0.8332934199088129,6.775239983080015,7.222485055457936,0.2523506824012639
five_uav_circle__px4_step__r04,five_uav_circle,px4_step,4,1,309,8.0,5.667874052154792,12.698477745056152,10.488995552062988,nan,0.6444772100086134,6.663312624616204,6.923861728029961,0.4417493873413092
five_uav_circle__px4_step__r04,five_uav_circle,px4_step,4,2,309,8.0,3.7162942009685938,8.724591255187988,5.688788890838623,7.788499355316162,0.5675215790331816,4.8770657518847385,6.834931456665806,0.43791826644929294
five_uav_circle__px4_step__r04,five_uav_circle,px4_step,4,3,309,8.0,7.014520709729737,15.027266502380371,10.489171981811523,nan,0.7662724649995099,7.682053045468033,7.38549908086197,0.4405177769295436
five_uav_circle__px4_step__r04,five_uav_circle,px4_step,4,4,309,8.0,3.8214747348074343,8.71658706665039,5.789755821228027,7.789340496063232,0.5816730865904258,4.85538209145702,7.3791857878953895,0.43985318616478164
five_uav_circle__px4_step__r04,five_uav_circle,px4_step,4,5,309,8.0,5.851966148065834,12.67740249633789,9.48995304107666,9.48995304107666,0.765999519886071,6.7272186599280035,7.204687382016098,0.44138347273888046
five_uav_circle__px4_step__r05,five_uav_circle,px4_step,5,1,135,8.0,5.591741942847945,12.677255630493164,9.099199295043945,9.099199295043945,0.8131982063276837,6.723698176349814,6.790946277377084,0.26156414981665044
five_uav_circle__px4_step__r05,five_uav_circle,px4_step,5,2,135,8.0,3.656501382325733,8.695856094360352,5.580913543701172,7.480938911437988,0.5340593767777246,4.786417899728097,6.144800058014035,0.23554121169919742
five_uav_circle__px4_step__r05,five_uav_circle,px4_step,5,3,135,8.0,6.947102917252384,15.011391639709473,9.781708717346191,9.781708717346191,0.9532245377799295,7.8085689126691555,7.6561992541855055,0.2622910340927088
five_uav_circle__px4_step__r05,five_uav_circle,px4_step,5,4,135,8.0,3.8164295820282956,8.666030883789062,5.781155586242676,7.681176662445068,0.5757447699376588,4.8294902196515945,6.826104315287859,0.2224542983849275
five_uav_circle__px4_step__r05,five_uav_circle,px4_step,5,5,135,8.0,5.791956146789309,12.640523910522461,9.281845092773438,9.281845092773438,0.8801646864575012,6.7806006901968985,7.682128131881784,0.2328182432145156
single_uav__linear_ladrc__r01,single_uav,linear_ladrc,1,0,301,8.0,0.3278393115557184,0.5219869017601013,8.383094787597656,nan,0.052037819572539945,1.3408034550245784,7.508273448152319,0.045288431472735195
single_uav__linear_ladrc__r02,single_uav,linear_ladrc,2,0,303,8.0,0.31660129497538475,0.5455378890037537,8.473017692565918,nan,0.05621169997905895,1.4878427399759424,7.545981391032964,0.04032913320168212
single_uav__linear_ladrc__r03,single_uav,linear_ladrc,3,0,302,8.0,0.3324325052355426,0.5086448788642883,8.398459434509277,nan,0.06027164827382947,1.372246799755869,7.766683369333274,0.03655330395207278
single_uav__linear_ladrc__r04,single_uav,linear_ladrc,4,0,301,8.0,0.36125634955113933,0.5240384340286255,8.399880409240723,nan,0.05399917360649731,1.414073422558419,7.7731015914169035,0.021625982575497974
single_uav__linear_ladrc__r05,single_uav,linear_ladrc,5,0,301,8.0,0.34506691305059434,0.5612661242485046,8.48232364654541,nan,0.052749497963803904,1.46476065565848,7.43909187377827,0.03384093183148802
single_uav__minimum_jerk_ladrc__r01,single_uav,minimum_jerk_ladrc,1,0,302,8.0,0.3758661496838046,0.6767995953559875,7.497304439544678,nan,0.043296899262248445,1.6451446066557014,7.152211920460909,0.029385336941962374
single_uav__minimum_jerk_ladrc__r02,single_uav,minimum_jerk_ladrc,2,0,302,8.0,0.3468890246100163,0.6357012987136841,7.197422504425049,nan,0.08689870872847294,1.6755869681043012,8.817795408709197,0.033858477178591945
single_uav__minimum_jerk_ladrc__r03,single_uav,minimum_jerk_ladrc,3,0,298,8.0,0.3265765780822622,0.5989614129066467,7.380646228790283,nan,0.04990404668079407,1.6599883075544228,7.8135591461118485,0.04469235829618712
single_uav__minimum_jerk_ladrc__r04,single_uav,minimum_jerk_ladrc,4,0,301,8.0,0.35756669734396623,0.652794599533081,7.484699726104736,nan,0.04998324033600987,1.6724609919210385,8.001960632974289,0.028376580744865314
single_uav__minimum_jerk_ladrc__r05,single_uav,minimum_jerk_ladrc,5,0,301,8.0,0.3606054554153393,0.6563834547996521,7.48145866394043,nan,0.04799938924932512,1.6488774457865727,7.359617670169655,0.03379262905673595
single_uav__px4_step__r01,single_uav,px4_step,1,0,108,8.0,3.400186946589554,8.070085525512695,5.580621719360352,7.180627346038818,0.47610396372378005,4.442539587342671,6.613398931005965,0.15155743746227085
single_uav__px4_step__r02,single_uav,px4_step,2,0,105,8.0,3.4207163419328572,8.070650100708008,5.686556339263916,6.886550426483154,0.4841942451702259,4.458254667883921,6.775183298559206,0.16582069142628664
single_uav__px4_step__r03,single_uav,px4_step,3,0,110,8.0,3.4454208065770477,8.08553409576416,5.685539245605469,6.986116886138916,0.49526065939305575,4.516536431732213,6.984951974803664,0.18980431336667677
single_uav__px4_step__r04,single_uav,px4_step,4,0,109,8.0,3.4109084318095184,8.091980934143066,5.589790344238281,7.189609527587891,0.46897924648315836,4.508108340216087,7.180541715952785,0.2002607260366947
single_uav__px4_step__r05,single_uav,px4_step,5,0,107,8.0,3.413765134053447,8.079206466674805,5.591056823730469,7.091325759887695,0.47138620822946464,4.47372116456123,6.765312298685344,0.16498456774451056
