family,scenario,metric,test,method_a,method_b,difference_direction,n_total,n_valid,paired_median_difference,bootstrap_ci_low,bootstrap_ci_high,statistic,p_value,a_success_b_failure,a_failure_b_success,fallback_rescue_rate
complement,assignment_dense_8,violation_event_count,wilcoxon,DIST_OFF,DIST_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_exposure_time,wilcoxon,DIST_OFF,DIST_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_integral,wilcoxon,DIST_OFF,DIST_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,mean_trajectory_deviation,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,-0.028128719727103124,-0.05498995292804881,0.007333777347435622,9.0,0.064453125,,,
complement,assignment_dense_8,recovery_time,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,3.779977560043335,3.6799038648605347,3.830940008163452,0.0,0.001953125,,,
complement,assignment_dense_8,iapf_activation_ratio,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.0378136370539289,0.0330159467518354,0.0397886989097129,0.0,0.001953125,,,
complement,assignment_dense_8,activation_event_count,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,2.0,2.0,2.0,0.0,0.001953125,,,
complement,assignment_dense_8,unnecessary_intervention_rate,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,intervention_latency,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_dense_8,completion_time,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.4595799446105957,-1.0376436710357684,0.5614538192749023,21.0,0.556640625,,,
complement,assignment_dense_8,path_length_ratio,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,-0.020013246542980423,-0.07339276243138126,0.0010594291484502527,7.0,0.037109375,,,
complement,assignment_dense_8,final_formation_error,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,-0.02296658259104696,-0.1380475041492233,-0.0030724227082924993,8.0,0.048828125,,,
complement,assignment_dense_8,mean_repulsion_norm,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.3898557331722565,0.3191734733119851,0.4180955612858656,0.0,0.001953125,,,
complement,assignment_dense_8,max_repulsion_norm,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,1.3725159753838034,1.1692029588342772,1.4621394900789768,0.0,0.001953125,,,
complement,assignment_dense_8,integrated_squared_acceleration,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.008455981551641789,-0.005993678646025791,0.02423227196314215,17.0,0.322265625,,,
complement,assignment_dense_8,mission_success,mcnemar_exact,DIST_OFF,DIST_ON,,10,10,,,,,1.0,0,0,nan
complement,assignment_dense_8,minimum_inter_agent_distance,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0016249068952699508,-0.0029403050158464117,0.013663899721815365,21.0,0.556640625,,,
complement,assignment_dense_8,violation_event_count,wilcoxon,SAFE_OFF,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_exposure_time,wilcoxon,SAFE_OFF,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_integral,wilcoxon,SAFE_OFF,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,mean_trajectory_deviation,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.046222627779675673,0.012953562614495095,0.05952075969781914,5.0,0.01953125,,,
complement,assignment_dense_8,recovery_time,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,iapf_activation_ratio,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,activation_event_count,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,unnecessary_intervention_rate,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,intervention_latency,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_dense_8,completion_time,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.6455743312835693,0.5598206520080566,1.9123103618621844,0.0,0.001953125,,,
complement,assignment_dense_8,path_length_ratio,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.010039401537205173,-0.01157709122283368,0.03575181162495378,16.0,0.275390625,,,
complement,assignment_dense_8,final_formation_error,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.06206618252023834,0.021878009037935096,0.12206369347200591,3.0,0.009765625,,,
complement,assignment_dense_8,mean_repulsion_norm,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,max_repulsion_norm,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,integrated_squared_acceleration,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.00999525194878731,-0.04634560599142473,0.09450626182818839,22.0,0.625,,,
complement,assignment_dense_8,mission_success,mcnemar_exact,SAFE_OFF,SAFE_ON,,10,10,,,,,1.0,0,0,nan
complement,assignment_dense_8,minimum_inter_agent_distance,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.5269917587455591,0.4914736154388575,0.5487857385536877,0.0,0.001953125,,,
complement,assignment_dense_8,violation_event_count,wilcoxon,DIST_OFF,SAFE_OFF,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_exposure_time,wilcoxon,DIST_OFF,SAFE_OFF,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_integral,wilcoxon,DIST_OFF,SAFE_OFF,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,mean_trajectory_deviation,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.019635015039163928,-0.07589398637998529,0.007657961760646398,12.0,0.130859375,,,
complement,assignment_dense_8,recovery_time,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,iapf_activation_ratio,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,activation_event_count,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,unnecessary_intervention_rate,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,intervention_latency,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_dense_8,completion_time,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.22111093997955322,-1.6717412471771258,-0.055869221687316895,3.0,0.009765625,,,
complement,assignment_dense_8,path_length_ratio,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.00990015394909427,-0.07232159400829241,0.003121699387961696,9.0,0.064453125,,,
complement,assignment_dense_8,final_formation_error,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.07585352599267424,-0.11626130653025901,0.02581309504892395,10.0,0.083984375,,,
complement,assignment_dense_8,mean_repulsion_norm,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,max_repulsion_norm,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,integrated_squared_acceleration,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.06576589680503017,-0.08041532694072967,-0.0319241058515945,0.0,0.001953125,,,
complement,assignment_dense_8,mission_success,mcnemar_exact,DIST_OFF,SAFE_OFF,,10,10,,,,,1.0,0,0,nan
complement,assignment_dense_8,minimum_inter_agent_distance,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,0.48177522336094813,0.4661797127242848,0.4958168650459345,0.0,0.001953125,,,
complement,assignment_dense_8,violation_event_count,wilcoxon,DIST_ON,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_exposure_time,wilcoxon,DIST_ON,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,risk_integral,wilcoxon,DIST_ON,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,mean_trajectory_deviation,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,0.047698559617178116,-0.01025774883676911,0.10319554524184821,9.0,0.064453125,,,
complement,assignment_dense_8,recovery_time,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-3.779977560043335,-3.830940008163452,-3.6799038648605347,0.0,0.001953125,,,
complement,assignment_dense_8,iapf_activation_ratio,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.0378136370539289,-0.0397886989097129,-0.0330159467518354,0.0,0.001953125,,,
complement,assignment_dense_8,activation_event_count,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-2.0,-2.0,-2.0,0.0,0.001953125,,,
complement,assignment_dense_8,unnecessary_intervention_rate,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_dense_8,intervention_latency,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_dense_8,completion_time,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.07182896137237549,-0.12681269645690918,1.33365750312805,26.0,0.921875,,,
complement,assignment_dense_8,path_length_ratio,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,0.00804267588315466,-0.015393872659566155,0.05289080306126004,18.0,0.375,,,
complement,assignment_dense_8,final_formation_error,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,0.07930216195694936,0.005559907601005193,0.12248410203159867,5.0,0.01953125,,,
complement,assignment_dense_8,mean_repulsion_norm,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.3898557331722565,-0.4180955612858656,-0.3191734733119851,0.0,0.001953125,,,
complement,assignment_dense_8,max_repulsion_norm,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-1.3725159753838034,-1.4621394900789768,-1.1692029588342772,0.0,0.001953125,,,
complement,assignment_dense_8,integrated_squared_acceleration,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.07584778106913195,-0.11055454350572433,0.017282419166991164,13.0,0.16015625,,,
complement,assignment_dense_8,mission_success,mcnemar_exact,DIST_ON,SAFE_ON,,10,10,,,,,1.0,0,0,nan
stress,dense_infeasible,minimum_inter_agent_distance,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.18296180512862725,0.15547584592898556,0.2217003914927641,0.0,0.0625,,,
stress,dense_infeasible,violation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,0.0,0.0,2.0,0.0,0.17971249487899976,,,
stress,dense_infeasible,risk_exposure_time,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,0.0,0.0,1.699998378753662,0.0,0.17971249487899976,,,
stress,dense_infeasible,risk_integral,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,0.0,0.0,0.0004439510452899,0.0,0.17971249487899976,,,
stress,dense_infeasible,mean_trajectory_deviation,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.011494539541308857,-0.004887985454341215,0.03564098099337615,2.0,0.1875,,,
stress,dense_infeasible,recovery_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,dense_infeasible,iapf_activation_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.3487852851886561,0.3398004638064385,0.3960581554548769,0.0,0.0625,,,
stress,dense_infeasible,activation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,8.0,8.0,8.0,0.0,0.0625,,,
stress,dense_infeasible,unnecessary_intervention_rate,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.0,0.0,0.0,0.0,1.0,,,
stress,dense_infeasible,intervention_latency,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,dense_infeasible,completion_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.29275989532470703,-4.300493955612183,1.0631964206695557,5.0,0.625,,,
stress,dense_infeasible,path_length_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.011941778410423876,-0.12776302505772996,0.03464279854326713,5.0,0.625,,,
stress,dense_infeasible,final_formation_error,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.08678843002288031,-0.03508834929903848,0.191329689307947,1.0,0.125,,,
stress,dense_infeasible,mean_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,2.177189563992787,2.1420185450190146,2.237987201987496,0.0,0.0625,,,
stress,dense_infeasible,max_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,6.021993050169568,5.625389945960579,6.413223688122513,0.0,0.0625,,,
stress,dense_infeasible,integrated_squared_acceleration,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,1.8375917735193572,1.74999575132454,2.226846295105206,0.0,0.0625,,,
stress,dense_infeasible,mission_success,mcnemar_exact,STRESS_OFF,STRESS_ON,,5,5,,,,,0.25,3,0,nan
stress,grouped_reconfiguration,minimum_inter_agent_distance,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.0953156713305911,-0.0780068404875699,0.18749118766758158,2.0,0.1875,,,
stress,grouped_reconfiguration,violation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,17.0,1.0,21.0,0.0,0.0625,,,
stress,grouped_reconfiguration,risk_exposure_time,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,58.04994463920593,48.79995346069336,96.54990792274475,0.0,0.0625,,,
stress,grouped_reconfiguration,risk_integral,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,2.655569116820429,0.7953966844572908,6.720864634299264,0.0,0.0625,,,
stress,grouped_reconfiguration,mean_trajectory_deviation,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,-0.08038442929848288,-0.40164067417117144,0.04732419117659159,2.0,0.1875,,,
stress,grouped_reconfiguration,recovery_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,grouped_reconfiguration,iapf_activation_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.9974917114409472,0.9787333796365666,0.9980363240300448,0.0,0.0625,,,
stress,grouped_reconfiguration,activation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,9.0,9.0,13.0,0.0,0.0625,,,
stress,grouped_reconfiguration,unnecessary_intervention_rate,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.1111111111111111,0.0,0.2222222222222222,0.0,0.10880943004054568,,,
stress,grouped_reconfiguration,intervention_latency,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,grouped_reconfiguration,completion_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,3,6.11750054359436,4.49150538444519,8.93335771560669,0.0,0.25,,,
stress,grouped_reconfiguration,path_length_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.1259306671794873,-0.48122406727905775,0.23769697075895935,5.0,0.625,,,
stress,grouped_reconfiguration,final_formation_error,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.1483733389309025,-0.2538228376115255,0.2568085191688587,5.0,0.625,,,
stress,grouped_reconfiguration,mean_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,13.752469606492506,7.401042056150361,57.00040910493946,0.0,0.0625,,,
stress,grouped_reconfiguration,max_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,3987.913856790663,1258.9341992712832,26258.078834379507,0.0,0.0625,,,
stress,grouped_reconfiguration,integrated_squared_acceleration,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,40.51064953926679,33.02638178493084,42.81120073522045,0.0,0.0625,,,
stress,grouped_reconfiguration,mission_success,mcnemar_exact,STRESS_OFF,STRESS_ON,,5,5,,,,,1.0,0,0,0.0
stress,head_on,minimum_inter_agent_distance,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.2096680157630521,-0.6070861527648133,0.7737724094894752,5.0,0.625,,,
stress,head_on,violation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,0.0,-1.0,1.0,5.0,1.0,,,
stress,head_on,risk_exposure_time,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,-0.34999966621398926,-0.5999994277954102,6.649993658065796,6.0,0.8125,,,
stress,head_on,risk_integral,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,0.0786639890570013,-0.1868273391217015,0.1532085056516331,6.0,0.8125,,,
stress,head_on,mean_trajectory_deviation,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,-0.4792656164525618,-3.12886429777825,0.13512555699515671,2.0,0.1875,,,
stress,head_on,recovery_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,2,4.27935254573822,3.3994126319885254,5.159292459487915,0.0,0.5,,,
stress,head_on,iapf_activation_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.1545728538185092,0.0935763447460271,0.2162306017938225,0.0,0.0625,,,
stress,head_on,activation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,2.0,2.0,2.0,0.0,0.0625,,,
stress,head_on,unnecessary_intervention_rate,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.0,0.0,0.0,0.0,1.0,,,
stress,head_on,intervention_latency,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,head_on,completion_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,1,0.8378455638885498,0.8378455638885498,0.8378455638885498,0.0,1.0,,,
stress,head_on,path_length_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,-2.4345548856683656,-4.938672215263832,0.12560777877588736,1.0,0.125,,,
stress,head_on,final_formation_error,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,-0.14552612949999863,-5.051157448866862,-0.021185306677683313,0.0,0.0625,,,
stress,head_on,mean_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,9.312150049588285,5.536970200221054,64.2437380122351,0.0,0.0625,,,
stress,head_on,max_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,53.20699927577452,20.44349943406432,715.8160439744084,0.0,0.0625,,,
stress,head_on,integrated_squared_acceleration,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,10.402820014305071,5.594119571801583,13.924716001449609,0.0,0.0625,,,
stress,head_on,mission_success,mcnemar_exact,STRESS_OFF,STRESS_ON,,5,5,,,,,0.5,0,2,0.4
stress,vertical,minimum_inter_agent_distance,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.34207146604535804,0.2216802187927253,0.38592216985415995,0.0,0.0625,,,
stress,vertical,violation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,1.0,1.0,1.0,0.0,0.0625,,,
stress,vertical,risk_exposure_time,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,3.34999680519104,3.1999969482421875,3.4499967098236084,0.0,0.0625,,,
stress,vertical,risk_integral,wilcoxon,STRESS_OFF,STRESS_ON,a_minus_b,5,5,1.329414486419581,1.2465277356835784,1.4942767664941026,0.0,0.0625,,,
stress,vertical,mean_trajectory_deviation,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,-0.1987107355364799,-0.22340166680102125,-0.16607683846824028,0.0,0.0625,,,
stress,vertical,recovery_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,3,14.3994722366333,12.959702014923096,14.519289493560793,0.0,0.25,,,
stress,vertical,iapf_activation_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.1909574748561277,0.1836849901399796,0.1944177614776021,0.0,0.0625,,,
stress,vertical,activation_event_count,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,2.0,2.0,2.0,0.0,0.0625,,,
stress,vertical,unnecessary_intervention_rate,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.0,0.0,0.0,0.0,1.0,,,
stress,vertical,intervention_latency,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,vertical,completion_time,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,0,nan,nan,nan,nan,nan,,,
stress,vertical,path_length_ratio,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,0.28638007037898894,0.13217670172738938,0.46841976767521554,0.0,0.0625,,,
stress,vertical,final_formation_error,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,-1.169440963951005,-1.2075345403289042,-1.134431634305729,0.0,0.0625,,,
stress,vertical,mean_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,105.8516464583087,79.41479333215419,148.96464922754924,0.0,0.0625,,,
stress,vertical,max_repulsion_norm,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,475.59661897792006,285.9492848995509,917.471298582588,0.0,0.0625,,,
stress,vertical,integrated_squared_acceleration,wilcoxon,STRESS_OFF,STRESS_ON,b_minus_a,5,5,14.23510002066627,13.453006016618398,14.357952789494405,0.0,0.0625,,,
stress,vertical,mission_success,mcnemar_exact,STRESS_OFF,STRESS_ON,,5,5,,,,,1.0,0,0,0.0
