population,group_level,family,scenario_id,condition,endpoint,endpoint_kind,N,mean,median,sd,q1,q3,min,max,numerator,denominator,proportion,ci_low,ci_high,availability_note
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,j_hard_pair_s,continuous,14,0.62890923023223877,0.62700283527374268,0.031078334799621493,0.6094365119934082,0.65497970581054688,0.56578826904296875,0.67184257507324219,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,realized_min_separation_m,continuous,14,1.4113299441759037,1.4099386501893156,0.012091640590366295,1.4033836796672654,1.4182088554812529,1.3932013916808972,1.4357021125906664,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,hard_risk_event_count,count,14,1,1,0,1,1,1,1,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,predicted_min_separation_m,continuous,14,2.3999999999999995,2.3999999999999999,4.6085315267309818e-16,2.3999999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,predicted_hard_conflict_count,count,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,controller_near_limit_fraction,continuous,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,any_realized_hard_risk,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F1,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,j_hard_pair_s,continuous,13,0.97519419743464542,0.96477079391479492,0.094273366788473686,0.90246200561523438,1.0232565402984619,0.85993385314941406,1.1659994125366211,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,realized_min_separation_m,continuous,13,1.3969418513422842,1.3963877975358914,0.0094708654136051677,1.3924118569937833,1.4027022001018263,1.3792907045281535,1.411490403019604,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,hard_risk_event_count,count,13,1,1,0,1,1,1,1,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,predicted_min_separation_m,continuous,13,2.3999999999999995,2.3999999999999999,4.6222270443732785e-16,2.3999999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,predicted_hard_conflict_count,count,13,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,controller_near_limit_fraction,continuous,13,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,any_realized_hard_risk,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,mission_success,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F0,failsafe_seen,binary,13,,,,,,,,0,13,0,0,0.2280953723541983,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,j_hard_pair_s,continuous,15,0.64437068303426104,0.64963841438293457,0.035237089288291869,0.62391459941864014,0.67042696475982666,0.5814659595489502,0.70590376853942871,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,realized_min_separation_m,continuous,15,1.4017724897911463,1.4026643278699793,0.013645111416342776,1.3907011144700998,1.414320268400812,1.375041985914965,1.4191518912313614,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,hard_risk_event_count,count,15,1,1,0,1,1,1,1,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,predicted_min_separation_m,continuous,15,2.3999999999999995,2.3999999999999999,4.5967600348963137e-16,2.3999999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,predicted_hard_conflict_count,count,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,controller_near_limit_fraction,continuous,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,any_realized_hard_risk,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P1_F1,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,j_hard_pair_s,continuous,15,3.3933113098144529,3.7965831756591797,1.0510187607733543,3.18569016456604,4.1151572465896606,1.4544336795806885,4.3733179569244385,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,realized_min_separation_m,continuous,15,0.56859758191764687,0.57523332951933048,0.023100889280301618,0.55857567389307206,0.58407217173575376,0.51384190364247895,0.59537797361516087,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,hard_risk_event_count,count,15,6.2000000000000002,6,2.3052734575936356,5,7,2,12,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,predicted_min_separation_m,continuous,15,0.42748229992745768,0.42748229992745784,1.7237850130861175e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,predicted_hard_conflict_count,count,15,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,controller_near_limit_fraction,continuous,15,0.00016666666666666666,0,0.00034931906550288595,0,0,0,0.001,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,any_realized_hard_risk,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F0,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,j_hard_pair_s,continuous,14,1.3469949790409632,1.3483742475509644,0.031130682324910404,1.3247905969619751,1.3734207153320312,1.2960941791534424,1.3941199779510498,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,realized_min_separation_m,continuous,14,0.59043316554865277,0.58684782906785871,0.021212200361243359,0.57841638435882492,0.60603584081796158,0.54711314059315552,0.62904259783890359,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,hard_risk_event_count,count,14,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,predicted_min_separation_m,continuous,14,0.42748229992745773,0.42748229992745784,1.1521328816827454e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,predicted_hard_conflict_count,count,14,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,controller_near_limit_fraction,continuous,14,0.00073214285714285731,0.00062500000000000001,0.00079942458701848197,0,0.00125,0,0.0025000000000000001,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,any_realized_hard_risk,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P0_F1,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,j_hard_pair_s,continuous,14,1.720325231552124,2.3478661775588989,1.04982700810587,1.2849321365356445,2.4753262400627136,0,2.7129096984863281,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,realized_min_separation_m,continuous,14,1.4377808877141394,1.4151561187358721,0.059649628555012338,1.3938175790607754,1.4534817078298541,1.3739305268221431,1.5649336672799263,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,hard_risk_event_count,count,14,2.4285714285714284,2,1.9889806323953876,1.25,4,0,7,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,predicted_min_separation_m,continuous,14,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,predicted_hard_conflict_count,count,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,controller_near_limit_fraction,continuous,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,any_realized_hard_risk,binary,14,,,,,,,,11,14,0.7857142857142857,0.52410769413399727,0.92428613287306827,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F0,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,j_hard_pair_s,continuous,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,realized_min_separation_m,continuous,14,1.5231787892954973,1.5183957746520862,0.018059143971331921,1.5093887661009102,1.5367157257773398,1.5015823544451437,1.5590806861923827,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,hard_risk_event_count,count,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,predicted_min_separation_m,continuous,14,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,predicted_hard_conflict_count,count,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,controller_near_limit_fraction,continuous,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,any_realized_hard_risk,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-01,P1_F1,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,j_hard_pair_s,continuous,14,3.0558291503361295,3.0320267677307129,0.13788344800606134,2.9712189435958862,3.1421287059783936,2.8198890686035156,3.3161976337432861,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,realized_min_separation_m,continuous,14,0.48971437312958216,0.50687120686819875,0.075239843168768236,0.49570384798587275,0.51893344418486498,0.2333242017080002,0.54066315947135513,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,hard_risk_event_count,count,14,3,3,0,3,3,3,3,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,predicted_min_separation_m,continuous,14,0.42748229992745773,0.42748229992745784,1.1521328816827454e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,predicted_hard_conflict_count,count,14,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,controller_near_limit_fraction,continuous,14,0.0020982142857142857,0.00020833333333333335,0.0060889859394699106,0,0.00083333333333333339,0,0.023125,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,any_realized_hard_risk,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F0,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,j_hard_pair_s,continuous,15,2.3836821397145589,2.3982930183410645,0.057948099835382946,2.3538182973861694,2.4304348230361938,2.2516734600067139,2.4471099376678467,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,realized_min_separation_m,continuous,15,0.66896421490791114,0.69947245696975013,0.10870255658735045,0.58047442802544635,0.76819500541670993,0.49003236656693561,0.79822048219987951,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,hard_risk_event_count,count,15,3,3,0,3,3,3,3,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,predicted_min_separation_m,continuous,15,0.42748229992745768,0.42748229992745784,1.7237850130861175e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,predicted_hard_conflict_count,count,15,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,controller_near_limit_fraction,continuous,15,0.000125,0,0.00048412291827592706,0,0,0,0.0018749999999999999,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,any_realized_hard_risk,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P0_F1,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,j_hard_pair_s,continuous,14,1.0719078949519567,1.100422739982605,0.10492078146677539,0.99200373888015747,1.1424510478973389,0.90862941741943359,1.2157337665557861,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,realized_min_separation_m,continuous,14,1.4009682199384359,1.3982981755124877,0.01218378224729405,1.3962751469424848,1.4060582314087551,1.3810614033604129,1.4263171105650931,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,hard_risk_event_count,count,14,1.0714285714285714,1,0.26726124191242434,1,1,1,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,predicted_min_separation_m,continuous,14,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,predicted_hard_conflict_count,count,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,controller_near_limit_fraction,continuous,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,any_realized_hard_risk,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F0,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,j_hard_pair_s,continuous,15,0.63504535357157388,0.64040231704711914,0.031972413115611838,0.62265098094940186,0.65672922134399414,0.55486297607421875,0.68129324913024902,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,realized_min_separation_m,continuous,15,1.4048464757475188,1.4047254216966796,0.012456666131993659,1.3947651170430944,1.4120690341388382,1.38564732247656,1.4289794379668714,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,hard_risk_event_count,count,15,1,1,0,1,1,1,1,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,predicted_min_separation_m,continuous,15,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,predicted_hard_conflict_count,count,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,controller_near_limit_fraction,continuous,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,any_realized_hard_risk,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,C,E3-C-02,P1_F1,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,j_hard_pair_s,continuous,25,1.73258469581604,1.1579766273498535,1.4523877014478506,1.1111893653869629,1.9375886917114258,0.98545622825622559,8.3079719543457031,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,realized_min_separation_m,continuous,25,0.21361670197178692,0.11424876635011136,0.23191986859944952,0.067150301002502008,0.18845279374151058,0.015696554262081101,0.68450579955360025,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,hard_risk_event_count,count,25,2.2000000000000002,2,1,2,2,2,7,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,predicted_min_separation_m,continuous,25,0.23939008795937639,0.42748229992745784,0.21657228192797984,0,0.42748229992745784,0,0.42748229992745784,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,predicted_hard_conflict_count,count,25,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,controller_near_limit_fraction,continuous,25,0.031709037881581068,0.0087500000000000008,0.051148878093243332,0.00062500000000000001,0.041956521739130434,0,0.19608695652173913,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,any_realized_hard_risk,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,mission_success,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F0,failsafe_seen,binary,25,,,,,,,,0,25,0,0,0.13319225093904843,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,j_hard_pair_s,continuous,29,1.8815864036823142,1.27046799659729,1.2631833623671311,1.0888278484344482,2.3232643604278564,0.93580126762390137,7.0858626365661621,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,realized_min_separation_m,continuous,29,0.24356296599686142,0.13076555821248778,0.22458968664900739,0.10263680321556266,0.22994625913498484,0.035204225206576817,0.68399355150193486,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,hard_risk_event_count,count,29,2.103448275862069,2,0.55708601453115558,2,2,2,5,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,predicted_min_separation_m,continuous,29,0.22111153444523676,0.42748229992745784,0.21739510951852062,0,0.42748229992745784,0,0.42748229992745784,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,predicted_hard_conflict_count,count,29,2,2,0,2,2,2,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,controller_near_limit_fraction,continuous,29,0.034389992503748128,0.026249999999999999,0.034638941232295863,0.01125,0.040652173913043481,0,0.15456521739130435,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,any_realized_hard_risk,binary,29,,,,,,,,29,29,1,0.88303020150025935,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,mission_success,binary,29,,,,,,,,29,29,1,0.88303020150025935,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P0_F1,failsafe_seen,binary,29,,,,,,,,0,29,0,0,0.11696979849974071,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_condition,A,ALL,P1_F0,j_hard_pair_s,continuous,30,0,0,0,0,0,0,0,,,,,,
