campaign_position,trial_id,family,family_registered_name,scenario_id,seed,condition,planning,feedback,attempt_status,infrastructure_failure_reason,raw_storage_disposition,block_id,block_is_primary_complete,whether_block_is_primary_complete,scientifically_eligible,j_hard_pair_s,realized_min_separation_m,hard_risk_event_count,predicted_min_separation_m,predicted_hard_conflict_count,controller_near_limit_fraction,any_realized_hard_risk,mission_success,failsafe_seen,feedback_intervention_burden,feedback_intervention_burden_availability
153,E3-A-01__P1_F1__S876320,A,A_predictable_structural_risk,E3-A-01,876320,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S876320,true,true,true,0,1.959562221944811,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
154,E3-C-02__P1_F0__S881128,C,C_mixed_risk,E3-C-02,881128,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S881128,false,false,true,1.145709753036499,1.3982993384995486,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
155,E3-B-02__P1_F0__S135275,B,B_residual_execution_risk,E3-B-02,135275,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S135275,true,true,true,0.90246200561523438,1.3852741751963704,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
156,E3-A-01__P1_F1__S881128,A,A_predictable_structural_risk,E3-A-01,881128,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S881128,true,true,true,0,1.9585329764318977,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
157,E3-A-02__P1_F1__S899696,A,A_predictable_structural_risk,E3-A-02,899696,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S899696,true,true,true,0,2.2463100797486995,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
158,E3-C-02__P1_F0__S658212,C,C_mixed_risk,E3-C-02,658212,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S658212,true,true,true,1.0570642948150635,1.4166095569204815,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
159,E3-A-02__P0_F0__S876320,A,A_predictable_structural_risk,E3-A-02,876320,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S876320,true,true,true,1.9138741493225098,0.05821231487878617,2,0,2,0.033695652173913043,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
160,E3-C-01__P1_F0__S730940,C,C_mixed_risk,E3-C-01,730940,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S730940,false,false,true,1.2599771022796631,1.4536352085373381,2,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
161,E3-A-01__P1_F1__S934882,A,A_predictable_structural_risk,E3-A-01,934882,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S934882,true,true,true,0,1.952384667375503,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
162,E3-C-02__P0_F1__S709169,C,C_mixed_risk,E3-C-02,709169,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S709169,true,true,true,2.4255614280700684,0.79822048219987951,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
163,E3-C-02__P1_F0__S861723,C,C_mixed_risk,E3-C-02,861723,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S861723,true,true,true,0.90862941741943359,1.4263171105650931,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
164,E3-C-01__P1_F1__S709169,C,C_mixed_risk,E3-C-01,709169,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S709169,false,false,true,0,1.5015823544451437,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
165,E3-B-01__P0_F0__S959517,B,B_residual_execution_risk,E3-B-01,959517,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S959517,true,true,true,2.6036982536315918,1.4015842438318098,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
166,E3-C-01__P1_F1__S261093,C,C_mixed_risk,E3-C-01,261093,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S261093,false,false,true,0,1.5145029768013365,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
167,E3-B-02__P0_F0__S135275,B,B_residual_execution_risk,E3-B-02,135275,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S135275,true,true,true,1.2670140266418457,1.3982138786768987,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
168,E3-A-02__P1_F0__S135275,A,A_predictable_structural_risk,E3-A-02,135275,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S135275,false,false,true,0,2.2537743678186843,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
169,E3-A-01__P0_F0__S876320,A,A_predictable_structural_risk,E3-A-01,876320,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S876320,true,true,true,1.114877462387085,0.14888897428527956,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
170,E3-B-02__P1_F0__S861723,B,B_residual_execution_risk,E3-B-02,861723,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S861723,true,true,true,1.0910582542419434,1.3924118569937833,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
171,E3-C-01__P0_F0__S959517,C,C_mixed_risk,E3-C-01,959517,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S959517,true,true,true,1.4943792819976807,0.57313702128268929,12,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
172,E3-C-02__P0_F0__S730940,C,C_mixed_risk,E3-C-02,730940,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S730940,false,false,true,3.1337409019470215,0.50599947117873578,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
173,E3-B-01__P0_F0__S934882,B,B_residual_execution_risk,E3-B-01,934882,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S934882,true,true,true,2.334536075592041,1.3975453741405079,1,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
174,E3-C-02__P1_F0__S934882,C,C_mixed_risk,E3-C-02,934882,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S934882,true,true,true,1.2157337665557861,1.3959725265105645,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
175,E3-C-01__P1_F1__S899696,C,C_mixed_risk,E3-C-01,899696,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S899696,true,true,true,0,1.5307520145415212,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
176,E3-B-02__P0_F0__S279520,B,B_residual_execution_risk,E3-B-02,279520,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S279520,true,true,true,0.94401216506958008,1.3974126945455327,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
177,E3-B-02__P1_F1__S730940,B,B_residual_execution_risk,E3-B-02,730940,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S730940,true,true,true,0.6799628734588623,1.3945238478712076,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
178,E3-A-01__P0_F1__S135275,A,A_predictable_structural_risk,E3-A-01,135275,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S135275,false,false,true,0.93580126762390137,0.68399355150193486,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
179,E3-C-01__P0_F1__S959517,C,C_mixed_risk,E3-C-01,959517,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S959517,true,true,true,1.3494935035705566,0.61121691849689452,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
180,E3-B-02__P1_F1__S926184,B,B_residual_execution_risk,E3-B-02,926184,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S926184,true,true,true,0.66248178482055664,1.3921316072609737,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
181,E3-B-02__P1_F1__S591774,B,B_residual_execution_risk,E3-B-02,591774,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S591774,false,false,true,0.62632083892822266,1.416488048917711,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
182,E3-C-02__P1_F1__S702055,C,C_mixed_risk,E3-C-02,702055,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S702055,true,true,true,0.66231751441955566,1.38564732247656,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
183,E3-A-02__P1_F0__S709169,A,A_predictable_structural_risk,E3-A-02,709169,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S709169,true,true,true,0,2.2518619404773337,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
184,E3-B-02__P0_F1__S881128,B,B_residual_execution_risk,E3-B-02,881128,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S881128,true,true,true,0.6558997631072998,1.4033685510226648,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
185,E3-B-01__P0_F1__S261093,B,B_residual_execution_risk,E3-B-01,261093,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S261093,true,true,true,0,1.5075849548889295,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
186,E3-B-01__P1_F0__S934882,B,B_residual_execution_risk,E3-B-01,934882,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S934882,true,true,true,2.6221246719360352,1.3944031884001125,3,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
187,E3-B-01__P0_F0__S899696,B,B_residual_execution_risk,E3-B-01,899696,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S899696,true,true,true,2.3913319110870361,1.4044461195430813,5,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
188,E3-C-02__P1_F1__S658212,C,C_mixed_risk,E3-C-02,658212,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S658212,true,true,true,0.64729452133178711,1.4052040939188415,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
189,E3-A-01__P0_F1__S261093,A,A_predictable_structural_risk,E3-A-01,261093,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S261093,true,true,true,1.27046799659729,0.096595811177322952,2,0.42748229992745784,2,0.029374999999999998,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
190,E3-B-02__P0_F1__S261093,B,B_residual_execution_risk,E3-B-02,261093,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S261093,false,false,true,0.59329628944396973,1.4191391908010951,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
191,E3-C-01__P0_F0__S658212,C,C_mixed_risk,E3-C-01,658212,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S658212,true,true,true,3.7668585777282715,0.53782996130074545,6,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
192,E3-A-01__P0_F0__S934882,A,A_predictable_structural_risk,E3-A-01,934882,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S934882,true,true,true,1.0916953086853027,0.66478282361180319,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
193,E3-B-01__P1_F1__S959517,B,B_residual_execution_risk,E3-B-01,959517,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S959517,true,true,true,0,1.5575924532799881,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
194,E3-C-01__P0_F0__S934882,C,C_mixed_risk,E3-C-01,934882,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S934882,true,true,true,4.0597460269927979,0.57956913562502022,7,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
195,E3-A-01__P0_F1__S934882,A,A_predictable_structural_risk,E3-A-01,934882,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S934882,true,true,true,1.1382203102111816,0.13076555821248778,2,0.42748229992745784,2,0.022499999999999999,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
196,E3-B-02__P0_F0__S899696,B,B_residual_execution_risk,E3-B-02,899696,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S899696,true,true,true,0.87822842597961426,1.3356696744399985,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
197,E3-A-02__P0_F1__S934882,A,A_predictable_structural_risk,E3-A-02,934882,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S934882,false,false,true,2.3232643604278564,0.14762102411535394,2,0,2,0.040000000000000001,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
198,E3-B-02__P0_F0__S709169,B,B_residual_execution_risk,E3-B-02,709169,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S709169,true,true,true,0.91323995590209961,1.3987757209555189,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
199,E3-C-01__P0_F1__S876320,C,C_mixed_risk,E3-C-01,876320,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S876320,true,true,true,1.3852229118347168,0.57332857559335815,2,0.42748229992745784,2,0.00025000000000000001,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
200,E3-B-02__P1_F1__S279520,B,B_residual_execution_risk,E3-B-02,279520,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S279520,true,true,true,0.63993716239929199,1.4133281102248763,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
201,E3-C-02__P0_F1__S959517,C,C_mixed_risk,E3-C-02,959517,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S959517,true,true,true,2.3626773357391357,0.51041725070206634,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
202,E3-C-02__P1_F0__S261093,C,C_mixed_risk,E3-C-02,261093,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S261093,true,true,true,1.1326749324798584,1.4022103144676992,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
203,E3-A-01__P0_F0__S899696,A,A_predictable_structural_risk,E3-A-01,899696,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S899696,true,true,true,1.1453948020935059,0.10321451265188239,2,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
204,E3-C-02__P1_F0__S709169,C,C_mixed_risk,E3-C-02,709169,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S709169,true,true,true,0.97818565368652344,1.3885201574144996,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
205,E3-B-02__P1_F0__S899696,B,B_residual_execution_risk,E3-B-02,899696,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S899696,true,true,true,0.96477079391479492,1.4103118226024907,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
206,E3-A-01__P0_F1__S876320,A,A_predictable_structural_risk,E3-A-01,876320,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S876320,true,true,true,1.1206896305084229,0.16314417612791579,2,0.42748229992745784,2,0.020625000000000001,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
207,E3-C-01__P1_F1__S591774,C,C_mixed_risk,E3-C-01,591774,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S591774,true,true,true,0,1.5259221206387257,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
208,E3-B-01__P1_F0__S702055,B,B_residual_execution_risk,E3-B-01,702055,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S702055,true,true,true,2.5351331233978271,1.4054988834751203,1,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
209,E3-C-01__P1_F1__S959517,C,C_mixed_risk,E3-C-01,959517,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S959517,true,true,true,0,1.5387036295226126,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
210,E3-A-02__P0_F0__S934882,A,A_predictable_structural_risk,E3-A-02,934882,P0_F0,P0,F0,infrastructure_failure,RuntimeError: stage deviation driver failed,RAW_ARCHIVE_VERIFIED,E3-A-02__S934882,false,false,false,,,,,,,,,,,UNAVAILABLE_DUE_TO_INFRASTRUCTURE_FAILURE
211,E3-C-02__P0_F1__S876320,C,C_mixed_risk,E3-C-02,876320,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S876320,true,true,true,2.3953170776367188,0.69947245696975013,3,0.42748229992745784,2,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
212,E3-B-01__P1_F1__S730940,B,B_residual_execution_risk,E3-B-01,730940,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S730940,true,true,true,0,1.5233470500957977,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
213,E3-A-01__P0_F1__S730940,A,A_predictable_structural_risk,E3-A-01,730940,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S730940,true,true,true,1.0263581275939941,0.64213928904932005,2,0.42748229992745784,2,0.006875,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
214,E3-A-02__P0_F1__S881128,A,A_predictable_structural_risk,E3-A-02,881128,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S881128,true,true,true,2.45111083984375,0.15248208364050594,2,0,2,0.068260869565217389,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
215,E3-C-02__P1_F0__S591774,C,C_mixed_risk,E3-C-02,591774,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S591774,true,true,true,1.0738108158111572,1.3869495051043415,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
216,E3-C-02__P1_F0__S876320,C,C_mixed_risk,E3-C-02,876320,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S876320,true,true,true,1.1791496276855469,1.3971830082382455,1,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
217,E3-A-01__P1_F0__S926184,A,A_predictable_structural_risk,E3-A-01,926184,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S926184,true,true,true,0,1.9583676441383844,0,2,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
218,E3-A-02__P1_F0__S881128,A,A_predictable_structural_risk,E3-A-02,881128,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S881128,true,true,true,0,2.2408689575604299,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
219,E3-C-01__P1_F0__S658212,C,C_mixed_risk,E3-C-01,658212,P1_F0,P1,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S658212,true,true,true,2.5390241146087646,1.4067808272850535,4,2,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
220,E3-A-01__P0_F1__S861723,A,A_predictable_structural_risk,E3-A-01,861723,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-01__S861723,true,true,true,1.0683836936950684,0.65342727667486367,2,0.42748229992745784,2,0.013125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
221,E3-B-01__P0_F1__S876320,B,B_residual_execution_risk,E3-B-01,876320,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S876320,true,true,true,0,1.5461442462267005,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
222,E3-B-02__P0_F0__S658212,B,B_residual_execution_risk,E3-B-02,658212,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S658212,true,true,true,0.97904729843139648,1.4017165012141719,1,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
223,E3-B-01__P1_F1__S279520,B,B_residual_execution_risk,E3-B-01,279520,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S279520,false,false,true,0,1.5547090750783614,0,1.9999999999999998,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
224,E3-C-01__P0_F1__S702055,C,C_mixed_risk,E3-C-01,702055,P0_F1,P0,F1,success,,RAW_ARCHIVE_VERIFIED,E3-C-01__S702055,true,true,true,1.3038673400878906,0.58674912728905348,2,0.42748229992745784,2,0.00125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
225,E3-C-02__P0_F0__S279520,C,C_mixed_risk,E3-C-02,279520,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-C-02__S279520,true,true,true,3.3161976337432861,0.2333242017080002,3,0.42748229992745784,2,0.023125,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
226,E3-B-02__P0_F0__S730940,B,B_residual_execution_risk,E3-B-02,730940,P0_F0,P0,F0,success,,RAW_ARCHIVE_VERIFIED,E3-B-02__S730940,true,true,true,1.0783553123474121,1.4073243773524138,2,2.3999999999999999,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
227,E3-A-02__P1_F1__S926184,A,A_predictable_structural_risk,E3-A-02,926184,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-A-02__S926184,true,true,true,0,2.2544412078278859,0,2.2483866045465772,0,0,0,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
228,E3-B-01__P1_F1__S591774,B,B_residual_execution_risk,E3-B-01,591774,P1_F1,P1,F1,success,,RAW_ARCHIVE_VERIFIED,E3-B-01__S591774,true,true,true,0.24969625473022461,1.4929079564614802,9,1.9999999999999998,0,0,1,1,0,,PREREGISTERED_ENDPOINT_UNAVAILABLE_DUE_TO_INSTRUMENTATION_OMISSION
