population,group_level,family,scenario_id,condition,endpoint,endpoint_kind,N,mean,median,sd,q1,q3,min,max,numerator,denominator,proportion,ci_low,ci_high,availability_note
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,any_realized_hard_risk,binary,26,,,,,,,,23,26,0.88461538461538458,0.71024096788286362,0.95996755376389387,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,mission_success,binary,26,,,,,,,,26,26,1,0.87127107814078486,1.0000000000000002,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,failsafe_seen,binary,26,,,,,,,,0,26,0,0,0.12872892185921525,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,j_hard_pair_s,continuous,26,0.38893573100750262,0.43921351432800293,0.42869246023688562,0,0.64721310138702393,0,1.857323169708252,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,realized_min_separation_m,continuous,26,1.4594593825308142,1.4538213586961333,0.060358144462313357,1.4016817086672697,1.5146984546300697,1.387708607881055,1.5575924532799881,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,hard_risk_event_count,count,26,1.4230769230769231,1,2.2833848019653091,0,1,0,9,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,predicted_min_separation_m,continuous,26,2.1846153846153844,1.9999999999999998,0.20335645097671767,1.9999999999999998,2.3999999999999999,1.9999999999999998,2.3999999999999999,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,predicted_hard_conflict_count,count,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,controller_near_limit_fraction,continuous,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,any_realized_hard_risk,binary,26,,,,,,,,16,26,0.61538461538461542,0.42534850085115528,0.7757140556428721,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,mission_success,binary,26,,,,,,,,26,26,1,0.87127107814078486,1.0000000000000002,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F1,failsafe_seen,binary,26,,,,,,,,0,26,0,0,0.12872892185921525,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,j_hard_pair_s,continuous,25,3.2423319721221926,3.1449246406555176,0.71882867074929091,3.0262811183929443,3.7668585777282715,1.4544336795806885,4.3733179569244385,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,realized_min_separation_m,continuous,25,0.52527698874884465,0.52448908146713413,0.069678570619790381,0.50774294255766173,0.57313702128268929,0.2333242017080002,0.59062292202954036,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,hard_risk_event_count,count,25,4.6799999999999997,3,2.3402279091290801,3,6,3,12,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,predicted_min_separation_m,continuous,25,0.42748229992745784,0.42748229992745784,0,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,predicted_hard_conflict_count,count,25,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,controller_near_limit_fraction,continuous,25,0.001245,0,0.0045936172505384523,0,0.00075000000000000002,0,0.023125,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,any_realized_hard_risk,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,mission_success,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F0,failsafe_seen,binary,25,,,,,,,,0,25,0,0,0.13319225093904843,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,j_hard_pair_s,continuous,25,1.8800113773345948,2.2516734600067139,0.52765411959952946,1.3472549915313721,2.3953170776367188,1.2960941791534424,2.4405233860015869,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,realized_min_separation_m,continuous,25,0.6237984764293425,0.60151163270430974,0.083110667146668413,0.57702005616310814,0.65163110006559566,0.49003236656693561,0.79822048219987951,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,hard_risk_event_count,count,25,2.52,3,0.50990195135927852,2,3,2,3,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,predicted_min_separation_m,continuous,25,0.42748229992745784,0.42748229992745784,0,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,predicted_hard_conflict_count,count,25,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,controller_near_limit_fraction,continuous,25,0.00048500000000000003,0,0.00074854024607899346,0,0.00125,0,0.0025000000000000001,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,any_realized_hard_risk,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,mission_success,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P0_F1,failsafe_seen,binary,25,,,,,,,,0,25,0,0,0.13319225093904843,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,j_hard_pair_s,continuous,25,1.3687477779388428,1.1326749324798584,0.8207592627475544,0.97818565368652344,2.2774069309234619,0,2.7129096984863281,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,realized_min_separation_m,continuous,25,1.4198025962566814,1.4029539763914125,0.048078885082081885,1.3932607541869915,1.4235314101866907,1.3739305268221431,1.5649336672799263,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,hard_risk_event_count,count,25,1.76,1,1.6401219466856725,1,2,0,7,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,predicted_min_separation_m,continuous,25,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,predicted_hard_conflict_count,count,25,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,controller_near_limit_fraction,continuous,25,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,any_realized_hard_risk,binary,25,,,,,,,,22,25,0.88,0.70044206079072691,0.95833182849559639,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,mission_success,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F0,failsafe_seen,binary,25,,,,,,,,0,25,0,0,0.13319225093904843,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,j_hard_pair_s,continuous,25,0.33030347824096679,0.55486297607421875,0.32472673869427049,0,0.64040231704711914,0,0.68129324913024902,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,realized_min_separation_m,continuous,25,1.4624558296397303,1.4289794379668714,0.063871273485636412,1.4047254216966796,1.5207614561467224,1.38564732247656,1.5590806861923827,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,hard_risk_event_count,count,25,0.52000000000000002,1,0.50990195135927852,0,1,0,1,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,predicted_min_separation_m,continuous,25,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,predicted_hard_conflict_count,count,25,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,controller_near_limit_fraction,continuous,25,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,any_realized_hard_risk,binary,25,,,,,,,,13,25,0.52000000000000002,0.33498516950356783,0.69968714045887037,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,mission_success,binary,25,,,,,,,,25,25,1,0.86680774906095159,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,C,ALL,P1_F1,failsafe_seen,binary,25,,,,,,,,0,25,0,0,0.13319225093904843,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,endpoint_availability,ALL,ALL,ALL,feedback_intervention_burden,unavailable,0,,,,,,,,,343,,,,NA — preregistered endpoint unavailable; N=0/343; proxy used = no
